,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Make,Fuel_Type_Diesel,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Age,KM_Per_Year
1628,1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,First,22.07,1199.0,73.9,5.0,3.25,Volkswagen,1,0,0,1,12,2500.0
1629,1682,Hyundai Grand i10 Sportz,Delhi,2016,81605,First,18.9,1197.0,82.0,5.0,4.53,Hyundai,0,1,0,1,10,8160.5
1630,1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,First,14.84,2143.0,170.0,5.0,34.78,Mercedes-Benz,1,0,1,0,9,3626.89
1631,1684,Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,First,15.74,1591.0,121.3,5.0,6.5,Hyundai,0,1,1,0,12,2850.0
1632,1685,Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,First,15.7,1172.0,67.0,5.0,2.25,Fiat,0,1,0,1,16,4512.75
1633,1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Second,12.99,2494.0,100.0,8.0,8.0,Toyota,1,0,0,1,15,10423.13
1634,1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,First,18.49,1493.0,100.0,7.0,8.37,Mahindra,1,0,1,0,9,5261.89
1635,1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,First,20.14,1498.0,88.8,5.0,5.39,Volkswagen,1,0,0,1,11,5612.55
1636,1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,First,22.48,1995.0,190.0,5.0,37.3,BMW,1,0,1,0,8,4073.25
1637,1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,First,11.57,2987.0,254.79,5.0,70.8,Mercedes-Benz,1,0,1,0,8,5016.12
1638,1691,Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,First,11.74,2987.0,254.8,5.0,22.25,Mercedes-Benz,1,0,1,0,14,3642.86
1639,1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,First,18.9,1197.0,81.86,5.0,6.03,Hyundai,0,1,0,1,8,1299.12
1640,1693,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,First,13.7,1798.0,157.75,5.0,4.9,Skoda,0,1,1,0,15,3066.67
1641,1694,Hyundai i10 Sportz AT,Chennai,2013,21000,First,16.95,1197.0,78.9,5.0,3.96,Hyundai,0,1,1,0,13,1615.38
1642,1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,First,23.0,1396.0,90.0,5.0,4.6,Hyundai,1,0,0,1,15,7570.8
1643,1696,Mahindra Scorpio VLX,Mumbai,2011,100010,Second,12.05,2179.0,120.0,8.0,5.5,Mahindra,1,0,0,1,15,6667.33
1644,1697,Honda Brio V MT,Mumbai,2013,63107,First,19.4,1198.0,86.8,5.0,3.25,Honda,0,1,0,1,13,4854.38
1645,1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,First,18.6,1197.0,81.83,5.0,6.25,Hyundai,0,1,0,1,9,6500.0
1646,1699,Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Fourth & Above,10.9,2499.0,143.0,7.0,3.0,Ford,1,0,0,1,19,4736.84
1647,1700,Hyundai Verna CRDi SX,Chennai,2011,108242,First,16.8,1493.0,110.0,5.0,4.25,Hyundai,1,0,0,1,15,7216.13
1648,1701,Toyota Fortuner 3.0 Diesel,Pune,2011,146300,First,11.5,2982.0,171.0,7.0,12.25,Toyota,1,0,0,1,15,9753.33
1649,1702,BMW X1 sDrive20d,Pune,2011,62943,Second,17.05,1995.0,184.0,5.0,10.95,BMW,1,0,1,0,15,4196.2
1650,1703,Toyota Fortuner 4x2 AT,Delhi,2013,65000,First,12.55,2982.0,168.5,7.0,16.5,Toyota,1,0,1,0,13,5000.0
1651,1704,Honda Amaze V CVT Petrol,Pune,2018,1700,First,19.0,1199.0,88.76,5.0,7.8,Honda,0,1,1,0,8,212.5
1652,1705,Hyundai i10 Era 1.1,Kochi,2013,34697,First,19.81,1086.0,68.05,5.0,3.7,Hyundai,0,1,0,1,13,2669.0
1653,1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,First,17.0,1197.0,80.0,5.0,4.0,Hyundai,0,1,0,1,14,4142.86
1654,1707,BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,First,19.59,1995.0,187.74,5.0,26.75,BMW,1,0,1,0,11,2954.55
1655,1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,First,15.17,1968.0,181.0,5.0,28.03,Audi,1,0,1,0,10,5866.1
1656,1709,Maruti Swift VXI Optional,Kochi,2017,37124,First,20.4,1197.0,81.8,5.0,5.44,Maruti,0,1,0,1,9,4124.89
1657,1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,First,21.4,1197.0,83.1,5.0,6.2,Maruti,0,1,1,0,9,4888.89
1658,1711,Hyundai Accent GLE,Kolkata,2005,45200,First,13.2,1495.0,94.0,5.0,0.9,Hyundai,0,1,0,1,21,2152.38
1659,1712,Maruti Ritz LXi,Mumbai,2016,11000,First,18.5,1197.0,85.8,5.0,3.95,Maruti,0,1,0,1,10,1100.0
1660,1713,Tata Nano Lx,Pune,2011,65000,Second,26.0,624.0,35.0,4.0,0.44,Tata,0,1,0,1,15,4333.33
1661,1714,Ford Figo Diesel EXI,Ahmedabad,2012,55005,First,20.0,1399.0,68.0,5.0,2.75,Ford,1,0,0,1,14,3928.93
1662,1715,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,First,18.33,1968.0,167.7,5.0,7.5,Volkswagen,1,0,1,0,15,5443.33
1663,1716,Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Second,19.0,1248.0,93.0,5.0,2.5,Fiat,1,0,0,1,16,10000.0
1664,1717,Mahindra Xylo D4,Hyderabad,2015,169000,First,14.95,2489.0,93.7,7.0,5.0,Mahindra,1,0,0,1,11,15363.64
1665,1718,Maruti Wagon R VXI,Hyderabad,2013,67263,First,18.9,998.0,67.1,5.0,3.6,Maruti,0,1,0,1,13,5174.08
1666,1719,Toyota Etios G Safety,Kochi,2012,44223,First,17.6,1496.0,88.7,5.0,3.99,Toyota,0,1,0,1,14,3158.79
1667,1720,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,First,18.9,1197.0,82.0,5.0,5.64,Hyundai,0,1,0,1,11,3349.09
1668,1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,First,12.99,2494.0,100.0,8.0,12.0,Toyota,1,0,0,1,12,13333.33
1669,1722,Tata Indica V2 DLS TC,Kolkata,2008,133000,First,16.8,1405.0,62.0,5.0,0.7,Tata,1,0,0,1,18,7388.89
1670,1723,BMW 3 Series 320d Sport Line,Mumbai,2015,69123,First,18.88,1995.0,184.0,5.0,19.0,BMW,1,0,1,0,11,6283.91
1671,1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,First,10.91,3198.0,197.0,7.0,30.48,Ford,1,0,1,0,9,4222.22
1672,1725,Maruti Ciaz Zeta,Mumbai,2017,5500,First,21.56,1462.0,103.25,5.0,8.2,Maruti,0,1,0,1,9,611.11
1673,1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,First,25.83,1498.0,99.0,5.0,7.55,Ford,1,0,0,1,11,91.0
1674,1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Third,15.26,1150.0,74.9,5.0,0.99,Chevrolet,0,1,0,1,19,3105.26
1675,1728,Honda City 1.5 V AT,Delhi,2011,78256,First,16.8,1497.0,118.0,5.0,4.15,Honda,0,1,1,0,15,5217.07
1676,1729,Nissan Sunny XL,Chennai,2016,90000,First,16.95,1498.0,97.6,5.0,6.2,Nissan,0,1,0,1,10,9000.0
1677,1730,Maruti Swift Dzire VXI,Kolkata,2016,18000,First,19.1,1197.0,85.8,5.0,4.4,Maruti,0,1,0,1,10,1800.0
1678,1731,Ford Figo Diesel Titanium,Kolkata,2012,60000,First,20.0,1399.0,68.0,5.0,2.1,Ford,1,0,0,1,14,4285.71
1679,1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,First,20.3,1248.0,75.0,5.0,2.2,Fiat,1,0,0,1,15,8666.67
1680,1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,First,18.6,1197.0,81.86,5.0,8.34,Hyundai,0,1,0,1,8,4106.38
1681,1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,First,23.4,1248.0,74.0,5.0,4.35,Maruti,1,0,0,1,12,2666.67
1682,1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,First,22.7,1498.0,89.84,5.0,6.8,Ford,1,0,0,1,12,5225.0
1683,1736,Maruti Swift Dzire VDi,Jaipur,2010,71000,First,19.3,1248.0,73.9,5.0,3.3,Maruti,1,0,0,1,16,4437.5
1684,1737,Hyundai Grand i10 Sportz,Kochi,2016,19947,First,18.9,1197.0,82.0,5.0,5.04,Hyundai,0,1,0,1,10,1994.7
1685,1738,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,First,11.4,2953.0,153.86,7.0,9.2,Ford,1,0,1,0,14,6500.0
1686,1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,First,22.07,1199.0,73.9,5.0,5.7,Volkswagen,1,0,0,1,12,6166.67
1687,1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,First,18.49,1493.0,100.0,7.0,8.48,Mahindra,1,0,0,1,8,6949.25
1688,1741,BMW X6 xDrive 40d,Hyderabad,2013,58000,First,11.2,2993.0,306.0,4.0,48.0,BMW,1,0,1,0,13,4461.54
1689,1742,Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,First,19.01,1461.0,108.45,5.0,6.1,Renault,1,0,0,1,14,7873.14
1690,1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,First,22.5,998.0,67.04,5.0,2.75,Maruti,0,1,0,1,16,1312.62
1691,1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,First,24.52,1248.0,88.5,7.0,8.0,Maruti,1,0,0,1,9,13444.44
1692,1745,Maruti Alto LXi BSIII,Jaipur,2010,73513,First,19.7,796.0,46.3,5.0,1.85,Maruti,0,1,0,1,16,4594.56
1693,1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,First,20.51,998.0,67.0,5.0,3.85,Maruti,0,1,1,0,11,3090.91
1694,1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,First,15.1,1196.0,73.0,7.0,4.74,Maruti,0,1,0,1,9,3152.33
1695,1748,Renault Duster 110PS Diesel RxL,Kochi,2013,74755,First,19.6,1461.0,108.45,5.0,5.63,Renault,1,0,0,1,13,5750.38
1696,1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,First,18.2,1061.0,64.0,5.0,2.62,Maruti,0,1,0,1,15,1720.33
1697,1750,Renault Duster Petrol RxL,Kochi,2015,82603,First,13.06,1598.0,102.53,5.0,4.9,Renault,0,1,0,1,11,7509.36
1698,1751,Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,First,13.5,1799.0,130.0,5.0,2.65,Honda,0,1,0,1,20,5500.0
1699,1752,Mahindra XUV500 W8 2WD,Delhi,2012,88000,First,16.0,2179.0,140.0,7.0,5.99,Mahindra,1,0,0,1,14,6285.71
1700,1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Second,21.0,1461.0,64.1,5.0,2.4,Mahindra,1,0,0,1,15,7333.33
1701,1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,First,21.7,999.0,67.0,5.0,4.25,Renault,0,1,0,1,9,1666.67
1702,1755,Porsche Cayenne Diesel,Mumbai,2013,70000,First,15.15,2967.0,240.0,5.0,40.0,Porsche,1,0,1,0,13,5384.62
1703,1756,Maruti Swift DDiS VDI,Pune,2008,150000,Second,28.4,1248.0,74.0,5.0,2.7,Maruti,1,0,0,1,18,8333.33
1704,1757,Datsun GO T Option,Hyderabad,2016,19000,First,20.63,1198.0,67.0,5.0,2.99,Datsun,0,1,0,1,10,1900.0
1705,1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,First,18.5,1197.0,80.0,5.0,3.4,Hyundai,0,1,0,1,15,2496.13
1706,1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Second,18.12,1995.0,190.0,5.0,30.8,BMW,1,0,1,0,10,6311.1
1707,1760,Maruti Ertiga ZDI,Mumbai,2012,88000,First,20.77,1248.0,88.8,7.0,5.85,Maruti,1,0,0,1,14,6285.71
1708,1761,Hyundai Grand i10 Magna,Jaipur,2014,42355,First,18.9,1197.0,82.0,5.0,4.0,Hyundai,0,1,0,1,12,3529.58
1709,1762,BMW 3 Series 330i,Coimbatore,2011,75871,First,9.43,2996.0,254.0,5.0,14.12,BMW,0,1,1,0,15,5058.07
1710,1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,First,17.9,1998.0,163.7,5.0,4.55,Chevrolet,1,0,0,1,15,4333.33
1711,1764,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,First,14.21,2987.0,165.0,5.0,38.0,Mercedes-Benz,1,0,1,0,11,6272.73
1712,1765,Maruti Ritz LDi,Jaipur,2011,79232,First,21.1,1248.0,73.9,5.0,2.9,Maruti,1,0,0,1,15,5282.13
1713,1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Second,11.74,1796.0,186.0,5.0,6.0,Mercedes-Benz,0,1,1,0,19,11578.95
1714,1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,First,18.6,1197.0,81.83,5.0,6.95,Hyundai,0,1,0,1,10,2847.0
1715,1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,First,20.3,998.0,68.05,5.0,2.75,Hyundai,0,1,0,1,12,813.25
1716,1769,Maruti Swift VDI,Pune,2014,75216,First,22.9,1248.0,74.0,5.0,5.1,Maruti,1,0,0,1,12,6268.0
1717,1770,Hyundai i20 Sportz 1.2,Chennai,2017,8000,First,18.6,1197.0,81.83,5.0,6.75,Hyundai,0,1,0,1,9,888.89
1718,1771,Maruti Ritz ZXi,Mumbai,2014,59451,First,18.5,1197.0,85.8,5.0,3.69,Maruti,0,1,0,1,12,4954.25
1719,1772,Maruti Swift VDI,Hyderabad,2013,53996,First,22.9,1248.0,74.0,5.0,5.45,Maruti,1,0,0,1,13,4153.54
1720,1773,Honda WRV i-VTEC VX,Kochi,2018,15135,First,17.5,1199.0,88.7,5.0,9.29,Honda,0,1,0,1,8,1891.88
1721,1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Second,16.9,1197.0,81.86,5.0,4.0,Hyundai,0,1,1,0,11,4818.18
1722,1775,Honda Amaze E i-Vtech,Kolkata,2013,40000,First,18.0,1198.0,86.7,5.0,2.9,Honda,0,1,0,1,13,3076.92
1723,1776,Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,First,17.1,1591.0,121.3,5.0,5.25,Hyundai,0,1,0,1,13,1623.62
1724,1777,Honda City V MT,Mumbai,2014,56000,First,16.8,1497.0,116.3,5.0,5.75,Honda,0,1,0,1,12,4666.67
1725,1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,First,15.29,1591.0,121.3,5.0,13.12,Hyundai,0,1,0,1,9,2180.33
1726,1779,Mahindra XUV500 W8 2WD,Kochi,2014,70963,First,15.1,2179.0,140.0,7.0,7.83,Mahindra,1,0,0,1,12,5913.58
1727,1781,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2013,51450,First,12.8,2494.0,102.0,7.0,10.4,Toyota,1,0,0,1,13,3957.69
1728,1782,Maruti Swift VDI,Pune,2012,75000,First,22.9,1248.0,74.0,5.0,4.35,Maruti,1,0,0,1,14,5357.14
1729,1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,First,22.5,998.0,67.0,5.0,5.23,Maruti,0,1,1,0,9,4203.56
1730,1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,First,18.9,1197.0,81.86,5.0,6.01,Hyundai,0,1,0,1,10,4304.1
1731,1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,First,25.8,1498.0,98.6,5.0,4.4,Honda,1,0,0,1,12,8103.0
1732,1786,BMW 3 Series 320d Highline,Chennai,2010,83000,First,16.07,1995.0,181.0,5.0,12.75,BMW,1,0,1,0,16,5187.5
1733,1787,Ford Figo Petrol Titanium,Delhi,2011,65000,First,15.6,1196.0,70.0,5.0,2.4,Ford,0,1,0,1,15,4333.33
1734,1788,Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,First,17.0,1198.0,73.75,5.0,5.71,Volkswagen,0,1,0,1,8,5750.88
1735,1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Second,22.7,1498.0,89.84,5.0,5.49,Ford,1,0,0,1,11,5993.18
1736,1790,Honda City 1.3 EXI,Pune,2004,73500,Second,13.0,1343.0,90.0,5.0,1.3,Honda,0,1,0,1,22,3340.91
1737,1791,Mahindra XUV500 W6 2WD,Kolkata,2014,55000,First,16.0,2179.0,140.0,7.0,8.5,Mahindra,1,0,0,1,12,4583.33
1738,1792,Toyota Fortuner 4x2 Manual,Delhi,2012,115000,First,13.0,2982.0,168.5,7.0,12.99,Toyota,1,0,0,1,14,8214.29
1739,1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,First,18.9,1197.0,81.86,5.0,5.0,Hyundai,0,1,0,1,9,3464.89
1740,1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,First,28.4,1248.0,73.75,5.0,9.0,Maruti,1,0,1,0,9,4638.56
1741,1795,Maruti Swift VDI,Kochi,2016,38143,First,22.9,1248.0,74.0,5.0,5.22,Maruti,1,0,0,1,10,3814.3
1742,1796,Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,First,16.47,1198.0,73.9,5.0,3.8,Volkswagen,0,1,0,1,14,1359.29
1743,1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,First,18.16,1197.0,78.9,5.0,7.27,Toyota,0,1,0,1,7,2982.43
1744,1798,Maruti Swift VXI,Mumbai,2016,23555,First,22.0,1197.0,81.8,5.0,5.1,Maruti,0,1,0,1,10,2355.5
1745,1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,2013,29000,First,14.21,2143.0,203.0,5.0,29.0,Mercedes-Benz,1,0,1,0,13,2230.77
1746,1800,Maruti Wagon R VXI,Pune,2013,61000,First,18.9,998.0,67.1,5.0,2.9,Maruti,0,1,0,1,13,4692.31
1747,1801,Tata Nano Lx BSIV,Kochi,2012,4187,First,26.0,624.0,35.0,4.0,1.38,Tata,0,1,0,1,14,299.07
1748,1802,Skoda Laura 1.8 TSI Ambiente,Bangalore,2011,46000,First,13.4,1798.0,157.8,5.0,5.5,Skoda,0,1,0,1,15,3066.67
1749,1803,Volkswagen Polo GT TSI,Mumbai,2016,28000,First,17.21,1197.0,103.5,5.0,7.25,Volkswagen,0,1,1,0,10,2800.0
1750,1804,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,First,22.32,1582.0,126.32,5.0,6.98,Hyundai,1,0,0,1,12,6963.17
1751,1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,First,22.95,1248.0,74.0,5.0,5.25,Tata,1,0,0,1,9,4444.44
1752,1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,First,21.1,814.0,55.2,5.0,1.95,Hyundai,0,1,0,1,13,2769.23
1753,1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,First,17.11,1968.0,174.33,5.0,24.5,Audi,1,0,1,0,12,1750.0
1754,1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,First,12.99,2494.0,100.0,7.0,8.31,Toyota,1,0,0,1,13,4781.69
1755,1809,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,2012,83000,First,11.74,2987.0,254.8,5.0,36.0,Mercedes-Benz,1,0,1,0,14,5928.57
1756,1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,First,24.4,1120.0,71.0,5.0,5.5,Hyundai,1,0,0,1,11,5272.73
1757,1811,Honda Accord 2.4 AT,Kochi,2011,62332,First,11.7,2354.0,177.6,5.0,5.89,Honda,0,1,1,0,15,4155.47
1758,1812,Volkswagen Vento 1.5 TDI Highline,Kochi,2016,50867,First,20.34,1498.0,103.2,5.0,7.95,Volkswagen,1,0,0,1,10,5086.7
1759,1813,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,First,17.0,1197.0,80.0,5.0,2.75,Hyundai,0,1,0,1,16,4562.5
1760,1814,Hyundai Elantra CRDi SX,Jaipur,2012,98008,First,22.7,1582.0,126.24,5.0,6.25,Hyundai,1,0,0,1,14,7000.57
1761,1815,Ford Figo Diesel Titanium,Hyderabad,2015,36000,First,20.0,1399.0,68.05,5.0,4.95,Ford,1,0,0,1,11,3272.73
1762,1816,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,First,18.6,1197.0,81.83,5.0,6.27,Hyundai,0,1,0,1,7,3905.57
1763,1817,Hyundai Verna 1.6 CRDi SX,Kolkata,2017,25000,First,23.9,1582.0,126.2,5.0,8.65,Hyundai,1,0,0,1,9,2777.78
1764,1818,Hyundai Grand i10 Asta,Kolkata,2014,37000,First,18.9,1197.0,82.0,5.0,3.5,Hyundai,0,1,0,1,12,3083.33
1765,1819,Audi Q5 2.0 TDI,Hyderabad,2015,56000,First,14.16,1968.0,174.3,5.0,35.0,Audi,1,0,1,0,11,5090.91
1766,1820,Maruti Swift Dzire ZXi,Kolkata,2015,27000,First,17.5,1298.0,85.8,5.0,4.45,Maruti,0,1,0,1,11,2454.55
1767,1821,Hyundai i20 Magna,Kolkata,2012,37000,First,18.5,1197.0,80.0,5.0,2.65,Hyundai,0,1,0,1,14,2642.86
1768,1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,First,25.32,1198.0,77.0,5.0,4.7,Mahindra,1,0,0,1,9,1166.67
1769,1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,2014,49000,First,18.23,1582.0,126.2,5.0,8.9,Hyundai,1,0,1,0,12,4083.33
1770,1824,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,First,17.1,1956.0,170.0,5.0,17.45,Jeep,1,0,0,1,9,777.78
1771,1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,First,24.3,1248.0,88.5,5.0,9.58,Maruti,1,0,0,1,9,7917.33
1772,1826,Toyota Corolla Altis 1.8 GL,Kochi,2012,83184,First,14.28,1798.0,138.03,5.0,6.22,Toyota,0,1,0,1,14,5941.71
1773,1827,Mahindra XUV500 W8 2WD,Kolkata,2013,87284,First,15.1,2179.0,140.0,7.0,7.8,Mahindra,1,0,0,1,13,6714.15
1774,1828,BMW X1 xDrive 20d xLine,Mumbai,2016,7000,First,20.68,1995.0,190.0,5.0,27.75,BMW,1,0,1,0,10,700.0
1775,1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Second,22.54,1396.0,88.73,5.0,7.0,Hyundai,1,0,0,1,11,2636.36
1776,1830,Mercedes-Benz GLE 350d,Coimbatore,2017,33552,First,11.57,2987.0,254.79,5.0,64.87,Mercedes-Benz,1,0,1,0,9,3728.0
1777,1831,Chevrolet Cruze LTZ,Bangalore,2013,64000,Second,17.3,1998.0,163.7,5.0,6.5,Chevrolet,1,0,0,1,13,4923.08
1778,1832,Hyundai i20 1.2 Magna,Jaipur,2011,82000,Second,18.5,1197.0,80.0,5.0,2.7,Hyundai,0,1,0,1,15,5466.67
1779,1833,Honda Brio S MT,Mumbai,2012,70000,Second,19.4,1198.0,86.8,5.0,2.5,Honda,0,1,0,1,14,5000.0
1780,1834,Nissan Evalia 2013 XL,Hyderabad,2013,166194,First,19.3,1461.0,84.8,7.0,3.9,Nissan,1,0,0,1,13,12784.15
1781,1835,Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,First,16.47,1198.0,73.9,5.0,3.95,Volkswagen,0,1,0,1,11,5272.73
1782,1836,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Second,20.36,1197.0,78.9,5.0,2.1,Hyundai,0,1,0,1,16,4812.5
1783,1837,Chevrolet Cruze LTZ AT,Pune,2009,73204,Third,18.1,1991.0,147.9,4.0,3.5,Chevrolet,1,0,1,0,17,4306.12
1784,1838,Hyundai i10 Era,Hyderabad,2007,70000,Second,19.81,1086.0,68.05,5.0,2.0,Hyundai,0,1,0,1,19,3684.21
1785,1839,Maruti Ertiga VDI,Delhi,2014,79870,First,20.77,1248.0,88.76,7.0,5.35,Maruti,1,0,0,1,12,6655.83
1786,1840,Honda Amaze S i-Dtech,Delhi,2013,90000,First,25.8,1498.0,98.6,5.0,3.8,Honda,1,0,0,1,13,6923.08
1787,1841,Mercedes-Benz A Class A180 Sport,Mumbai,2016,17000,First,15.5,1595.0,122.0,5.0,17.25,Mercedes-Benz,0,1,1,0,10,1700.0
1788,1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,First,18.9,1197.0,81.86,5.0,5.53,Hyundai,0,1,0,1,8,5811.62
1789,1843,Hyundai i10 Sportz 1.2,Pune,2009,68000,Third,20.36,1197.0,78.9,5.0,1.95,Hyundai,0,1,0,1,17,4000.0
1790,1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,First,28.4,1248.0,74.0,5.0,8.2,Maruti,1,0,0,1,9,222.22
1791,1845,Honda City 1.3 EXI,Pune,1999,140000,First,13.0,1343.0,90.0,5.0,0.9,Honda,0,1,0,1,27,5185.19
1792,1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,2013,255000,Third,12.99,2494.0,100.6,7.0,6.5,Toyota,1,0,0,1,13,19615.38
1793,1847,Mini Cooper Countryman D High,Coimbatore,2014,45535,First,23.8,1998.0,112.0,5.0,19.41,Mini,1,0,1,0,12,3794.58
1794,1848,Fiat Linea T-Jet Active,Coimbatore,2016,39228,First,15.7,1368.0,112.4,5.0,6.58,Fiat,0,1,0,1,10,3922.8
1795,1849,Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Second,14.49,1399.0,92.7,5.0,2.1,Chevrolet,0,1,0,1,15,3800.0
1796,1850,Hyundai i10 Era 1.1,Chennai,2008,85445,Second,19.81,1086.0,68.05,5.0,2.0,Hyundai,0,1,0,1,18,4746.94
1797,1851,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,First,24.4,1120.0,71.0,5.0,3.7,Hyundai,1,0,0,1,11,4909.09
1798,1852,Maruti Celerio VXI AT,Mumbai,2014,53000,First,23.1,998.0,67.04,5.0,3.8,Maruti,0,1,1,0,12,4416.67
1799,1853,Hyundai i10 Sportz,Jaipur,2014,60000,First,20.36,1197.0,78.9,5.0,3.25,Hyundai,0,1,0,1,12,5000.0
1800,1854,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,First,19.87,1461.0,83.8,5.0,5.53,Renault,1,0,0,1,11,5969.82
1801,1855,BMW 3 Series 320d,Ahmedabad,2011,100000,Second,22.69,1995.0,190.0,5.0,10.9,BMW,1,0,1,0,15,6666.67
1802,1856,Hyundai Grand i10 Sportz,Kolkata,2018,1800,First,18.9,1197.0,82.0,5.0,5.1,Hyundai,0,1,0,1,8,225.0
